url,initial_status,redirect_location,final_url,final_status,canonical,robots,title,h1,link_count,html_chars,error
https://dreamlab.id/cara-membuat-lulur-ampas-kopi/,200,,https://dreamlab.id/cara-membuat-lulur-ampas-kopi/,200,https://dreamlab.id/cara-membuat-lulur-ampas-kopi/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Cara Membuat Lulur Ampas Kopi untuk Kulit Halus,Cara Membuat Lulur Ampas Kopi dan Manfaatnya untuk Kulit,65,227145,
https://dreamlab.id/bahan-aktif-skincare-jerawat/,200,,https://dreamlab.id/bahan-aktif-skincare-jerawat/,200,https://dreamlab.id/bahan-aktif-skincare-jerawat/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Bahan Aktif Skincare yang Ampuh untuk Jerawat,5 Ingredient Aktif Terbaik untuk Wajah Berjerawat dari Dreamlab,65,232997,
https://dreamlab.id/bisnis-skincare-glow-glasskin-cystamine/,200,,https://dreamlab.id/bisnis-skincare-glow-glasskin-cystamine/,200,https://dreamlab.id/bisnis-skincare-glow-glasskin-cystamine/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Bisnis Skincare Glow Glasskin Promo 600 PCS Free BPM,Inovasi Bisnis Skincare Glow Glasskin Setara Efek Hydroquinone,67,228406,
https://dreamlab.id/maklon-kosmetik-tangerang-terpercaya/,200,,https://dreamlab.id/maklon-kosmetik-tangerang-terpercaya/,200,https://dreamlab.id/maklon-kosmetik-tangerang-terpercaya/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Maklon Kosmetik Tangerang: Solusi Produksi Kosmetik Terpercaya,Maklon Kosmetik Tangerang: Solusi Produksi Kosmetik Terpercaya,72,224950,
https://dreamlab.id/jasa-maklon-kosmetik-bandung/,200,,https://dreamlab.id/jasa-maklon-kosmetik-bandung/,200,https://dreamlab.id/jasa-maklon-kosmetik-bandung/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Jasa Maklon Kosmetik Bandung | Sistem Fleksibel &amp; Low MOQ,Jasa Maklon Kosmetik Bandung Low MOQ Untuk Pemula,66,224927,
https://dreamlab.id/pabrik-maklon-kosmetik-sidoarjo-dreamlab/,200,,https://dreamlab.id/pabrik-maklon-kosmetik-sidoarjo-dreamlab/,200,https://dreamlab.id/pabrik-maklon-kosmetik-sidoarjo-dreamlab/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Pabrik Maklon Kosmetik Sidoarjo Terlengkap &amp; Berlegalitas,Pabrik Maklon Kosmetik Sidoarjo Bangun Brand Viral,64,222756,
https://dreamlab.id/urutan-pabrik-skincare-terbaik-indonesia/,200,,https://dreamlab.id/urutan-pabrik-skincare-terbaik-indonesia/,200,https://dreamlab.id/urutan-pabrik-skincare-terbaik-indonesia/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Urutan Pabrik Skincare Terbaik di Indonesia 2026 | Maklon No. 1,Urutan Pabrik Skincare Terbaik di Indonesia Update 2026,65,231802,
https://dreamlab.id/formulasi-witch-hazel/,200,,https://dreamlab.id/formulasi-witch-hazel/,200,https://dreamlab.id/formulasi-witch-hazel/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Buat Produk Viral dengan Bahan Aktif Witch Hazel,Bikin Produk Viral Formulasi Witch Hazel untuk Kulit Berminyak,68,230260,
https://dreamlab.id/cara-menentukan-harga-jual-produk-kosmetik/,200,,https://dreamlab.id/cara-menentukan-harga-jual-produk-kosmetik/,200,https://dreamlab.id/cara-menentukan-harga-jual-produk-kosmetik/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Cara Menentukan Harga Jual Skincare | Lengkap + Simulasi,Cara Menentukan Harga Jual Produk Kosmetik,71,235884,
https://dreamlab.id/ide-bisnis-kosmetik-2026/,200,,https://dreamlab.id/ide-bisnis-kosmetik-2026/,200,https://dreamlab.id/ide-bisnis-kosmetik-2026/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",5 Rekomendasi Ide Bisnis Kosmetik yang Menjanjikan,Temukan 5 Rekomendasi Ide Bisnis Produk Kosmetik yang Menjanjikan,79,249812,
https://dreamlab.id/cara-membuka-offline-store-kosmetik-2026/,200,,https://dreamlab.id/cara-membuka-offline-store-kosmetik-2026/,200,https://dreamlab.id/cara-membuka-offline-store-kosmetik-2026/,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",Cara Sukses Membuka Offline Store Kosmetik 2026,Cara Sukses Membangun Offline Store Kosmetik 2026,77,255106,
