url,page_path,current_clicks,previous_clicks,clicks_delta,clicks_pct_change,current_ctr_pct,previous_ctr_pct,ctr_delta_pp,current_position,previous_position,position_delta,c30_clicks,p30_clicks,c30_impressions,c90_impressions,p90_impressions,clicks_16m,impressions_16m,traffic_delta,potential_opportunity,priority_score,business_intent,page_type,money_page,blog,category_page,landing_page,knowledge_page
https://dreamlab.id/penyebab-ingrown-hair/,/penyebab-ingrown-hair/,0,1,-1,-100.0,0.0,1.1,-1.1,28.9,25.2,3.7,0,0,8,215,91,1,306,-1,2.6,50.7,commercial,article,True,True,False,False,True
https://dreamlab.id/category/maklon-skincare/,/category/maklon-skincare/,0,1,-1,-100.0,0.0,0.16,-0.16,37.8,38.2,-0.5,0,0,78,238,641,3,1514,-1,2.9,51.2,commercial,category,True,False,True,False,False
https://dreamlab.id/pabrik-parfum-malang-dreamlab/,/pabrik-parfum-malang-dreamlab/,17,18,-1,-5.6,1.1,3.64,-2.53,8.5,8.6,-0.1,5,5,198,811,495,35,1306,-1,31.6,57.6,brand,service_landing,True,False,False,True,False
https://dreamlab.id/cara-buat-parfum-sendiri-dengan-maklon/#Cara_Memulai_Brand_Parfum_Bersama_Dreamlab,/cara-buat-parfum-sendiri-dengan-maklon/#Cara_Memulai_Brand_Parfum_Bersama_Dreamlab/,0,0,0,,0.0,0.0,0.0,6.0,,,0,0,0,1,0,0,1,0,0.0,5.0,brand,article,False,True,False,False,True
https://dreamlab.id/parfum-inspired-peluang-bisnis/#3_Woody_Spicy_Inspired,/parfum-inspired-peluang-bisnis/#3_Woody_Spicy_Inspired/,0,0,0,,0.0,0.0,0.0,7.7,7.3,0.4,0,0,68,541,239,0,781,0,27.0,55.6,commercial,article,True,True,False,False,True
https://dreamlab.id/parfum-inspired-peluang-bisnis/#4_Fresh_Aquatic_Inspired,/parfum-inspired-peluang-bisnis/#4_Fresh_Aquatic_Inspired/,0,0,0,,0.0,0.0,0.0,7.7,7.3,0.4,0,0,68,541,239,0,781,0,27.0,55.6,commercial,article,True,True,False,False,True
https://dreamlab.id/parfum-inspired-peluang-bisnis/#Mengapa_Parfum_Inspired_Menjadi_Tren,/parfum-inspired-peluang-bisnis/#Mengapa_Parfum_Inspired_Menjadi_Tren/,0,0,0,,0.0,0.0,0.0,7.7,7.3,0.4,0,0,78,584,259,0,844,0,29.2,56.0,commercial,article,True,True,False,False,True
https://dreamlab.id/urutan-pabrik-skincare-terbaik-indonesia/#Daftar_5_Pabrik_Skincare_di_Indonesia_Terbaik_Update_2026,/urutan-pabrik-skincare-terbaik-indonesia/#Daftar_5_Pabrik_Skincare_di_Indonesia_Terbaik_Update_2026/,0,0,0,,0.0,0.0,0.0,7.8,9.1,-1.4,0,0,161,1081,730,0,1819,0,54.0,59.5,commercial,article,True,True,False,False,True
https://dreamlab.id/berapa-moq-maklon-skincare-di-dreamlab-ini-fakta-penting-untuk-pebisnis-pemula/#Tips_Memilih_Paket_MOQ_yang_Tepat_untuk_Bisnis_Skincare_Pemula,/berapa-moq-maklon-skincare-di-dreamlab-ini-fakta-penting-untuk-pebisnis-pemula/#Tips_Memilih_Paket_MOQ_yang_Tepat_untuk_Bisnis_Skincare_Pemula/,0,0,0,,0.0,0.0,0.0,10.0,2.0,8.0,0,0,0,1,1,0,3,0,0.0,5.0,brand,article,False,True,False,False,True
https://dreamlab.id/kontrol-kualitas-yang-ketat-rahasia-produk-berkualitas-tinggi/,/kontrol-kualitas-yang-ketat-rahasia-produk-berkualitas-tinggi/,0,0,0,,0.0,0.0,0.0,32.5,,,0,0,0,0,0,0,2,0,0.0,28.3,commercial,article,True,True,False,False,True
